0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.454901960784	0.454901960784	0.454901960784	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.392156862745	0.643137254902	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
0.474509803922	0.333333333333	0.227450980392	1
